user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4,ai_reply
4922,overthinking,I keep analyzing everything too much.,1,8.7,1,2,3,quotes,-0.75,digital_detox,stretch_body,gratitude_list,short_walk,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4923,stressed,I keep thinking about everything I have to do and it's exhausting.,4,3.9,2,4,7,guided_steps,0.23,nature_break,positive_affirmation,short_walk,deep_breathing,"I hear you. The pressure you're feeling is valid, but you don't have to carry it all at once. Let's take a breath and look at these gentle steps together."
4924,sad,I feel emotionally drained and down.,3,8.0,6,9,7,quick_exercises,0.26,drink_tea,positive_affirmation,watch_funny_video,short_walk,I'm so sorry you're feeling this weight today. It's okay to feel sad—you don't have to rush through it. Here are some gentle ways to care for yourself right now.
4925,anxious,I keep worrying about small things and can't focus.,1,3.5,4,9,6,quick_exercises,-0.26,call_friend,drink_water,listen_music,watch_funny_video,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4926,anxious,I keep worrying about small things and can't focus.,8,8.0,4,4,6,light_humor,0.48,call_friend,listen_music,drink_tea,write_journal,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4927,sad,I can't seem to shake this sadness.,1,8.5,2,8,4,quick_exercises,0.49,nature_break,drink_tea,call_friend,positive_affirmation,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4928,lonely,I feel like I don't have anyone to talk to today.,7,7.8,6,6,1,suggestions,-0.57,call_friend,listen_music,watch_funny_video,nature_break,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
4929,lonely,I miss having meaningful conversations.,5,6.1,10,5,4,quick_exercises,-0.14,call_friend,digital_detox,stretch_body,deep_breathing,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4930,anxious,I feel tense and uneasy for no clear reason.,10,3.3,2,4,10,suggestions,0.87,5_min_meditation,short_walk,mindfulness_exercise,drink_water,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4931,burned_out,I have no energy left to deal with anything.,7,5.8,6,6,10,light_humor,-0.51,watch_funny_video,write_journal,nature_break,drink_water,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4932,sad,I feel emotionally drained and down.,10,3.2,8,5,3,quotes,-0.08,call_friend,digital_detox,short_walk,stretch_body,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4933,anxious,My heart is racing and I can't calm down.,4,3.3,4,9,9,guided_steps,0.63,watch_funny_video,nature_break,5_min_meditation,digital_detox,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4934,angry,I feel tense and annoyed with everyone today.,5,8.7,7,1,2,guided_steps,0.44,digital_detox,5_min_meditation,drink_water,positive_affirmation,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4935,sad,Everything feels heavy and I just want to stay quiet.,4,5.1,3,10,6,guided_steps,-0.99,watch_funny_video,deep_breathing,gratitude_list,short_walk,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4936,lonely,I feel like I don't have anyone to talk to today.,1,5.6,4,5,1,quotes,-0.76,gratitude_list,deep_breathing,positive_affirmation,nature_break,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4937,anxious,I feel nervous about what might happen later today.,7,7.5,2,7,9,quick_exercises,0.34,deep_breathing,call_friend,drink_water,watch_funny_video,"I know the uncertainty feels heavy, but you are safe in this moment. Deep breaths. Here is a calming plan to ease the fluttering in your chest."
4938,lonely,I feel isolated even when people are around.,3,7.8,3,4,9,suggestions,-0.77,drink_tea,stretch_body,digital_detox,deep_breathing,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4939,sad,Everything feels heavy and I just want to stay quiet.,6,8.9,7,6,3,quick_exercises,0.3,drink_water,drink_tea,gratitude_list,deep_breathing,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4940,lonely,I feel isolated even when people are around.,5,3.2,8,7,9,quick_exercises,0.54,call_friend,drink_water,watch_funny_video,short_walk,"Loneliness can ache so deeply. I hear your longing for connection. Let's gently bridge that gap with some loving, intentional activities today."
4941,sad,I can't seem to shake this sadness.,5,6.5,10,1,7,guided_steps,-0.57,call_friend,drink_tea,digital_detox,5_min_meditation,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4942,anxious,I keep worrying about small things and can't focus.,5,5.8,7,8,6,quick_exercises,-0.72,drink_tea,stretch_body,call_friend,short_walk,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4943,lonely,I miss having meaningful conversations.,6,8.7,2,5,5,guided_steps,0.94,call_friend,nature_break,positive_affirmation,drink_tea,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4944,stressed,I have too many things to finish today and I feel overwhelmed.,2,7.0,10,7,6,light_humor,-0.66,stretch_body,drink_water,nature_break,listen_music,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4945,burned_out,I have no energy left to deal with anything.,4,7.9,7,10,5,guided_steps,0.5,deep_breathing,positive_affirmation,stretch_body,short_walk,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4946,angry,I can't stop thinking about something that made me angry.,1,5.9,6,7,10,suggestions,0.48,drink_water,nature_break,digital_detox,call_friend,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4947,overthinking,I can't stop thinking about past mistakes.,6,5.0,2,2,8,quotes,0.22,drink_tea,call_friend,digital_detox,5_min_meditation,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4948,stressed,My deadlines are piling up and I can't relax.,9,7.2,6,1,7,suggestions,0.11,deep_breathing,watch_funny_video,stretch_body,drink_tea,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4949,sad,I can't seem to shake this sadness.,1,3.1,9,4,6,quick_exercises,0.14,short_walk,5_min_meditation,deep_breathing,nature_break,I'm so sorry you're feeling this weight today. It's okay to feel sad—you don't have to rush through it. Here are some gentle ways to care for yourself right now.
4950,angry,I feel tense and annoyed with everyone today.,4,3.7,1,5,4,quick_exercises,0.14,digital_detox,listen_music,drink_tea,stretch_body,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4951,lonely,I wish someone understood how I feel.,1,5.7,9,4,8,quotes,-0.31,mindfulness_exercise,watch_funny_video,listen_music,digital_detox,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4952,overthinking,I can't stop thinking about past mistakes.,3,6.6,9,5,3,quotes,0.24,deep_breathing,watch_funny_video,drink_water,nature_break,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4953,angry,I'm really upset and it's hard to calm down.,3,5.0,2,2,7,light_humor,-0.81,digital_detox,5_min_meditation,drink_tea,write_journal,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4954,sad,I can't seem to shake this sadness.,5,4.9,9,9,1,guided_steps,-0.45,5_min_meditation,deep_breathing,watch_funny_video,positive_affirmation,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4955,stressed,I have too many things to finish today and I feel overwhelmed.,1,8.1,9,1,7,suggestions,0.55,drink_water,digital_detox,mindfulness_exercise,5_min_meditation,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
